IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
152.70.52.154,443,443,true,FRA,Europe,DE,Frankfurt,257,1.06
141.148.242.113,8443,443,true,AMS,Europe,NL,Amsterdam,255,1.05
193.122.120.153,443,443,true,LAX,North America,US,Los Angeles,403,1.05
141.147.47.32,8443,443,true,FRA,Europe,DE,Frankfurt,287,1.04
144.21.50.234,443,443,true,FRA,Europe,DE,Frankfurt,428,1.00
130.61.169.24,443,443,true,FRA,Europe,DE,Frankfurt,387,1.00
130.61.201.195,443,443,true,FRA,Europe,DE,Frankfurt,320,0.99
130.162.128.152,443,443,true,LAX,North America,US,Los Angeles,385,0.99
144.21.41.136,443,443,true,FRA,Europe,DE,Frankfurt,371,0.97
158.180.49.11,2053,443,true,FRA,Europe,DE,Frankfurt,406,0.95
84.235.161.250,443,443,true,FRA,Europe,DE,Frankfurt,318,0.93
84.8.156.73,443,443,true,FRA,Europe,DE,Frankfurt,304,0.93
130.162.190.186,443,443,true,FRA,Europe,DE,Frankfurt,335,0.90
152.70.249.213,443,443,true,LAX,North America,US,Los Angeles,299,0.90
129.80.177.42,443,443,true,IAD,North America,US,Ashburn,376,0.88
143.47.176.135,443,443,true,FRA,Europe,DE,Frankfurt,361,0.85
84.235.169.174,443,443,true,FRA,Europe,DE,Frankfurt,371,0.85
144.24.90.107,443,443,true,ICN,Asia Pacific,KR,Seoul,212,0.84
84.235.175.73,443,443,true,FRA,Europe,DE,Frankfurt,287,0.80
130.162.252.152,443,443,true,FRA,Europe,DE,Frankfurt,406,0.80
141.147.61.116,8443,443,true,FRA,Europe,DE,Frankfurt,355,0.80
158.178.156.173,443,443,true,FRA,Europe,DE,Frankfurt,357,0.78
84.8.146.78,443,443,true,FRA,Europe,DE,Frankfurt,323,0.77
79.72.44.195,443,443,true,MXP,Europe,IT,Milan,342,0.73
143.47.226.27,443,443,true,FRA,Europe,DE,Frankfurt,403,0.68
158.178.193.206,443,443,true,CDG,Europe,FR,Paris,331,0.66
130.61.23.77,443,443,true,FRA,Europe,DE,Frankfurt,296,0.61
129.80.224.158,443,443,true,IAD,North America,US,Ashburn,390,0.59
129.80.126.77,443,443,true,IAD,North America,US,Ashburn,391,0.56
84.8.152.72,443,443,true,FRA,Europe,DE,Frankfurt,358,0.56
129.159.84.71,443,443,true,IAD,North America,US,Ashburn,414,0.55
158.180.49.11,8443,443,true,FRA,Europe,DE,Frankfurt,478,0.54
40.233.92.218,443,443,true,YYZ,North America,CA,Toronto,464,0.52
158.178.159.2,443,443,true,FRA,Europe,DE,Frankfurt,274,0.50
68.233.127.163,8443,443,true,YYZ,North America,CA,Toronto,515,0.49
143.47.252.118,443,443,true,FRA,Europe,DE,Frankfurt,336,0.49
158.178.206.197,2053,443,true,CDG,Europe,FR,Paris,358,0.47
129.80.106.226,443,443,true,IAD,North America,US,Ashburn,332,0.45
79.76.45.137,2053,443,true,ARN,Europe,SE,Stockholm,521,0.42
152.67.231.219,443,443,true,SJC,North America,US,San Jose,472,0.40
130.162.150.238,443,443,true,LAX,North America,US,Los Angeles,437,0.38
129.158.198.241,8443,443,true,IAD,North America,US,Ashburn,396,0.36
193.123.182.78,443,443,true,FRA,Europe,DE,Frankfurt,308,0.34
158.178.153.80,2096,443,true,AMS,Europe,NL,Amsterdam,404,0.33
143.47.180.58,443,443,true,FRA,Europe,DE,Frankfurt,212,0.24
129.158.198.241,2053,443,true,IAD,North America,US,Ashburn,452,0.22
143.47.180.48,443,443,true,FRA,Europe,DE,Frankfurt,394,0.21
89.168.120.16,443,443,true,FRA,Europe,DE,Frankfurt,302,0.19
143.47.253.22,443,443,true,FRA,Europe,DE,Frankfurt,319,0.19
152.70.198.104,443,443,true,IAD,North America,US,Ashburn,392,0.17
79.76.102.158,443,443,true,FRA,Europe,DE,Frankfurt,489,0.14
192.9.180.162,443,443,true,SYD,Oceania,AU,Sydney,272,0.13
152.70.166.114,443,443,true,FRA,Europe,DE,Frankfurt,408,0.00
158.180.82.186,80,80,false,ICN,Asia Pacific,KR,Seoul,79,0.00
140.83.57.116,8443,80,false,KIX,Asia Pacific,JP,Osaka,81,0.00
146.56.41.69,2086,2086,false,ICN,Asia Pacific,KR,Seoul,86,0.00
150.230.62.27,443,80,false,KIX,Asia Pacific,JP,Osaka,88,0.00
146.56.133.140,2083,80,false,ICN,Asia Pacific,KR,Seoul,88,0.00
131.186.30.44,2082,2082,false,ICN,Asia Pacific,KR,Seoul,89,0.00
193.123.233.143,2083,80,false,ICN,Asia Pacific,KR,Seoul,90,0.00
152.67.222.250,80,80,false,ICN,Asia Pacific,KR,Seoul,98,0.00
168.138.47.238,8443,80,false,KIX,Asia Pacific,JP,Osaka,100,0.00
152.69.179.155,443,80,false,MEL,Oceania,AU,Melbourne,103,0.00
140.238.29.117,443,80,false,ICN,Asia Pacific,KR,Seoul,107,0.00
146.56.162.25,80,80,false,ICN,Asia Pacific,KR,Seoul,108,0.00
129.154.50.220,443,443,true,ICN,Asia Pacific,KR,Seoul,110,0.00
193.122.125.14,8880,8880,false,ICN,Asia Pacific,KR,Seoul,111,0.00
131.186.30.44,8880,80,false,ICN,Asia Pacific,KR,Seoul,112,0.00
129.154.60.48,443,443,true,ICN,Asia Pacific,KR,Seoul,113,0.00
146.56.41.69,2052,2052,false,ICN,Asia Pacific,KR,Seoul,116,0.00
193.123.233.143,2096,80,false,ICN,Asia Pacific,KR,Seoul,131,0.00
146.56.169.86,2086,2052,false,ICN,Asia Pacific,KR,Seoul,133,0.00
146.56.133.140,2096,80,false,ICN,Asia Pacific,KR,Seoul,137,0.00
150.230.249.48,443,443,true,ICN,Asia Pacific,KR,Seoul,148,0.00
150.230.62.103,443,8443,true,KIX,Asia Pacific,JP,Osaka,151,0.00
140.238.19.2,443,80,false,ICN,Asia Pacific,KR,Seoul,161,0.00
130.162.61.18,80,80,false,FRA,Europe,DE,Frankfurt,169,0.00
165.1.76.23,80,80,false,SJC,North America,US,San Jose,173,0.00
168.138.194.74,443,443,true,NRT,Asia Pacific,JP,Tokyo,181,0.00
131.186.30.44,2086,2086,false,ICN,Asia Pacific,KR,Seoul,201,0.00
140.238.33.161,443,443,true,NRT,Asia Pacific,JP,Tokyo,218,0.00
129.153.164.142,8080,80,false,IAD,North America,US,Ashburn,228,0.00
192.18.153.119,80,80,false,YYZ,North America,CA,Toronto,229,0.00
152.70.155.147,2086,2086,false,LAX,North America,US,Los Angeles,234,0.00
152.70.155.147,2095,2095,false,LAX,North America,US,Los Angeles,237,0.00
152.70.155.147,2082,2082,false,LAX,North America,US,Los Angeles,245,0.00
152.70.155.147,80,80,false,LAX,North America,US,Los Angeles,246,0.00
167.234.215.175,8443,443,true,SJC,North America,US,San Jose,246,0.00
144.24.200.164,80,80,false,MRS,Europe,FR,Marseille,247,0.00
152.70.155.147,8880,8880,false,LAX,North America,US,Los Angeles,253,0.00
152.70.155.147,2052,2052,false,LAX,North America,US,Los Angeles,259,0.00
152.70.155.147,8080,8080,false,LAX,North America,US,Los Angeles,281,0.00
144.24.83.39,443,443,true,ICN,Asia Pacific,KR,Seoul,285,0.00
132.226.129.93,443,443,true,FRA,Europe,DE,Frankfurt,304,0.00
193.122.101.195,443,443,true,ICN,Asia Pacific,KR,Seoul,327,0.00
89.168.17.228,80,80,false,MXP,Europe,IT,Milan,328,0.00
40.233.92.218,80,80,false,YYZ,North America,CA,Toronto,360,0.00
164.152.34.166,80,8080,false,GRU,South America,BR,São Paulo,365,0.00
